Generation,evals,avg,std,min,max,best_one,fitness_best_one
286,334,[  5.        254.3855275],[0.         0.07281589],[  5.    254.061],[  5.    254.453],"[13, 15, 3, 58, 66, 65, 11, 56, 7, 8, 10, 9, 2, 68, 12, 42, 30, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 28, 32, 38, 35, 33, 49, 46, 21, 25, 37, 34, 67, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 31, 36, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 254.06100000000004)"
287,358,[  5.       254.361545],[0.         0.08006415],[  5.    254.061],[  5.    254.442],"[13, 15, 3, 58, 66, 65, 11, 56, 7, 8, 10, 9, 2, 68, 12, 42, 30, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 28, 32, 38, 35, 33, 49, 46, 21, 25, 37, 34, 67, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 31, 36, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 254.06100000000004)"
288,338,[  5.       254.332395],[0.         0.08242517],[  5.    254.061],[  5.    254.429],"[13, 15, 3, 58, 66, 65, 11, 56, 7, 8, 10, 9, 2, 68, 12, 42, 30, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 28, 32, 38, 35, 33, 49, 46, 21, 25, 37, 34, 67, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 31, 36, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 254.06100000000004)"
289,338,[  5.        254.2968225],[0.         0.08569554],[  5.    254.061],[  5.    254.341],"[13, 15, 3, 58, 66, 65, 11, 56, 7, 8, 10, 9, 2, 68, 12, 42, 30, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 28, 32, 38, 35, 33, 49, 46, 21, 25, 37, 34, 67, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 31, 36, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 254.06100000000004)"
290,328,[  5.       254.265555],[0.         0.12369186],[  5.    252.848],[  5.    254.341],"[13, 15, 3, 58, 66, 65, 67, 56, 7, 8, 10, 9, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.84800000000007)"
291,328,[  5.        254.2202775],[0.         0.14510448],[  5.    252.848],[  5.    254.341],"[13, 15, 3, 58, 66, 65, 67, 56, 7, 8, 10, 9, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.84800000000007)"
292,336,[  5.       254.155805],[0.         0.16263218],[  5.    252.848],[  5.    254.338],"[13, 15, 3, 58, 66, 65, 67, 56, 7, 8, 10, 9, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.84800000000007)"
293,342,[  5.       254.098985],[0.         0.17965193],[  5.    252.848],[  5.    254.237],"[13, 15, 3, 58, 66, 65, 67, 56, 7, 8, 10, 9, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.84800000000007)"
294,354,[  5.      254.04705],[0.         0.22417998],[  5.    252.848],[  5.   254.19],"[13, 15, 3, 58, 66, 65, 67, 56, 7, 8, 10, 9, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.84800000000007)"
295,356,[  5.      254.01158],[0.         0.24331988],[  5.    252.848],[  5.    254.121],"[13, 15, 3, 58, 66, 65, 67, 56, 7, 8, 10, 9, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.84800000000007)"
296,346,[  5.       253.979115],[0.         0.28785678],[  5.    252.848],[  5.    254.061],"[13, 15, 3, 58, 66, 65, 67, 56, 7, 8, 10, 9, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.84800000000007)"
297,344,[  5.        253.9457575],[0.         0.33051193],[  5.    252.848],[  5.    254.061],"[13, 15, 3, 58, 66, 65, 67, 56, 7, 8, 10, 9, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.84800000000007)"
298,350,[  5.        253.8854575],[0.         0.39448408],[  5.    252.341],[  5.    254.061],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
299,348,[  5.        253.7855325],[0.        0.4608506],[  5.    252.341],[  5.    254.061],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
300,332,[  5.      253.65182],[0.         0.50616625],[  5.    252.341],[  5.    254.061],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
301,342,[  5.        253.4445075],[0.         0.51630189],[  5.    252.341],[  5.    254.061],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
302,332,[  5.      253.15295],[0.         0.40216618],[  5.    252.341],[  5.    253.974],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
303,344,[  5.      252.93545],[0.         0.19467137],[  5.    252.341],[  5.    253.401],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
304,326,[  5.      252.82853],[0.         0.08404019],[  5.    252.341],[  5.    252.848],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
305,350,[  5.        252.8157275],[0.        0.1062541],[  5.    252.341],[  5.    252.848],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
306,338,[  5.     252.7914],[0.         0.13951462],[  5.    252.341],[  5.    252.848],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
307,350,[  5.        252.7553175],[0.         0.17079078],[  5.    252.341],[  5.    252.848],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
308,330,[  5.       252.697365],[0.         0.19724618],[  5.    252.341],[  5.    252.848],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 252.34100000000007)"
309,346,[  5.        252.6287025],[0.         0.20746898],[  5.    251.983],[  5.    252.848],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.98300000000003)"
310,336,[  5.        252.5196675],[0.         0.18251369],[  5.    251.983],[  5.    252.829],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 42, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.98300000000003)"
311,356,[  5.        252.4244925],[0.         0.13249492],[  5.    251.982],[  5.    252.632],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 42, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 30, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.98200000000003)"
312,344,[  5.        252.3602225],[0.        0.0937872],[  5.    251.982],[  5.    252.573],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 42, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 30, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.98200000000003)"
313,334,[  5.        252.3253875],[0.         0.06902534],[  5.    251.982],[  5.    252.341],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 42, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 30, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.98200000000003)"
314,342,[  5.        252.3175225],[0.         0.08298075],[  5.    251.982],[  5.    252.341],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 42, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 30, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.98200000000003)"
315,332,[  5.      252.29877],[0.         0.10830657],[  5.    251.982],[  5.    252.341],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 42, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 30, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.98200000000003)"
316,326,[  5.       252.275385],[0.         0.13015211],[  5.    251.897],[  5.    252.341],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 38, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.89700000000005)"
317,338,[  5.       252.239855],[0.         0.14884824],[  5.    251.897],[  5.    252.341],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 38, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.89700000000005)"
318,342,[  5.        252.1944175],[0.         0.16042434],[  5.    251.869],[  5.    252.341],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 34, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 33, 35, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.86900000000003)"
319,342,[  5.        252.1330225],[0.         0.15731668],[  5.    251.869],[  5.    252.341],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 34, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 33, 35, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.86900000000003)"
320,338,[  5.       252.053315],[0.         0.11571662],[  5.    251.767],[  5.   252.34],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 62, 59, 41, 42, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.76700000000002)"
321,332,[  5.       251.990875],[0.         0.04944704],[  5.    251.767],[  5.    252.097],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 62, 59, 41, 42, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.76700000000002)"
322,332,[  5.        251.9690625],[0.         0.03948213],[  5.    251.767],[  5.    251.983],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 28, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 62, 59, 41, 42, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.76700000000002)"
323,328,[  5.      251.95945],[0.         0.05062082],[  5.    251.681],[  5.    251.983],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 62, 59, 41, 38, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.68100000000004)"
324,346,[  5.        251.9500125],[0.         0.05709516],[  5.    251.681],[  5.    251.983],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 62, 59, 41, 38, 34, 24, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.68100000000004)"
325,342,[  5.       251.934745],[0.         0.06732195],[  5.    251.544],[  5.    251.983],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 38, 34, 24, 27, 26, 23, 22, 52, 54, 40, 39, 29]","(5.0, 251.54400000000004)"
326,336,[  5.      251.91401],[0.         0.07150388],[  5.    251.544],[  5.    251.983],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 38, 34, 24, 27, 26, 23, 22, 52, 54, 40, 39, 29]","(5.0, 251.54400000000004)"
327,344,[  5.       251.887925],[0.         0.06911631],[  5.    251.544],[  5.    251.982],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 38, 34, 24, 27, 26, 23, 22, 52, 54, 40, 39, 29]","(5.0, 251.54400000000004)"
328,322,[  5.        251.8513725],[0.         0.05967863],[  5.    251.544],[  5.    251.897],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 38, 34, 24, 27, 26, 23, 22, 52, 54, 40, 39, 29]","(5.0, 251.54400000000004)"
329,330,[  5.        251.8314475],[0.         0.06393412],[  5.    251.544],[  5.    251.897],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 33, 35, 28, 49, 46, 21, 25, 37, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 38, 34, 24, 27, 26, 23, 22, 52, 54, 40, 39, 29]","(5.0, 251.54400000000004)"
330,354,[  5.       251.807785],[0.        0.0654835],[  5.    251.512],[  5.    251.869],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 33, 32, 38, 35, 42, 49, 43, 21, 25, 24, 30, 11, 5, 19, 51, 47, 46, 44, 14, 64, 55, 57, 60, 59, 62, 41, 28, 34, 37, 27, 26, 39, 22, 52, 54, 40, 23, 29]","(5.0, 251.512)"
331,352,[  5.      251.78144],[0.         0.07426972],[  5.    251.124],[  5.    251.869],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 35, 33, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 28, 34, 37, 27, 26, 52, 22, 39, 54, 40, 23, 29]","(5.0, 251.12400000000002)"
332,332,[  5.       251.747415],[0.         0.06735895],[  5.    251.124],[  5.    251.811],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 35, 33, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 28, 34, 37, 27, 26, 52, 22, 39, 54, 40, 23, 29]","(5.0, 251.12400000000002)"
333,344,[  5.        251.7257475],[0.         0.07284538],[  5.    251.124],[  5.    251.767],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 35, 33, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 28, 34, 37, 27, 26, 52, 22, 39, 54, 40, 23, 29]","(5.0, 251.12400000000002)"
334,354,[  5.       251.706585],[0.         0.08369288],[  5.    251.124],[  5.    251.767],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 35, 33, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 28, 34, 37, 27, 26, 52, 22, 39, 54, 40, 23, 29]","(5.0, 251.12400000000002)"
335,350,[  5.        251.6764825],[0.         0.09572463],[  5.    251.124],[  5.    251.766],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 35, 33, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 28, 34, 37, 27, 26, 52, 22, 39, 54, 40, 23, 29]","(5.0, 251.12400000000002)"
336,322,[  5.        251.6400625],[0.         0.09891483],[  5.    251.124],[  5.    251.732],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 35, 33, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 28, 34, 37, 27, 26, 52, 22, 39, 54, 40, 23, 29]","(5.0, 251.12400000000002)"
337,330,[  5.        251.5966525],[0.         0.10105393],[  5.    251.124],[  5.  251.7],"[13, 15, 3, 58, 66, 65, 67, 56, 9, 8, 10, 7, 2, 68, 12, 31, 36, 1, 6, 53, 17, 18, 16, 4, 20, 50, 48, 45, 61, 63, 42, 32, 38, 35, 33, 49, 46, 21, 25, 24, 30, 11, 5, 19, 51, 47, 43, 44, 14, 64, 55, 57, 60, 59, 62, 41, 28, 34, 37, 27, 26, 52, 22, 39, 54, 40, 23, 29]","(5.0, 251.12400000000002)"
