Generation,evals,avg,std,min,max,best_one,fitness_best_one
243,198,[  4.        273.6247766],[0.         0.32409008],[  4.         271.30832024],[  4.         273.69348504],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
244,216,[  4.         273.55460948],[0.         0.46062045],[  4.         271.30832024],[  4.         273.69348504],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
245,192,[  4.         273.40659903],[0.         0.67088725],[  4.         271.30832024],[  4.         273.63942216],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
246,198,[  4.         273.08978266],[0.         0.95015736],[  4.         271.30832024],[  4.         273.63942216],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
247,210,[  4.         272.42214932],[0.         1.09824087],[  4.         271.30832024],[  4.         273.63942216],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
248,216,[  4.         271.36326872],[0.         0.21357296],[  4.         271.30832024],[  4.         272.25100731],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
249,194,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
250,200,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
251,204,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
252,198,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
253,220,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
254,214,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
255,200,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
256,196,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
257,224,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
258,194,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
259,202,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
260,206,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
261,220,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
262,232,[  4.         271.30832024],[0.00000000e+00 9.66338121e-13],[  4.         271.30832024],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 7, 25, 24, 3, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.3083202351978)"
263,214,[  4.         271.30814003],[0.         0.00311612],[  4.         271.25425736],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
264,200,[  4.         271.30795982],[0.         0.00439948],[  4.         271.25425736],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
265,204,[  4.         271.30741919],[0.         0.00692108],[  4.         271.25425736],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
266,194,[  4.         271.30633793],[0.         0.01016069],[  4.         271.25425736],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
267,212,[  4.         271.30327437],[0.         0.01572684],[  4.         271.25425736],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
268,206,[  4.         271.29696703],[0.         0.02202026],[  4.         271.25425736],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
269,206,[  4.         271.28597424],[0.         0.02662227],[  4.         271.25425736],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
270,200,[  4.         271.26290742],[0.         0.01981978],[  4.         271.25425736],[  4.         271.30832024],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
271,198,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
272,198,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
273,218,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
274,228,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
275,210,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
276,210,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
277,220,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
278,218,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
279,228,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
280,198,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
281,204,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
282,198,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
283,216,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
284,204,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
285,214,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
286,220,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
287,206,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
288,226,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
289,218,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
290,198,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
291,186,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
292,202,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
293,216,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
294,208,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
295,204,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
296,200,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
297,204,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
298,232,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
299,218,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
300,214,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
301,216,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
302,212,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
303,192,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
304,206,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
305,220,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
306,212,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
307,226,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
308,198,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
309,210,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
310,226,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
311,220,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
312,236,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
313,194,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
314,220,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
315,190,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
316,212,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
317,216,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
318,206,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
319,198,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
320,206,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
321,208,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
322,224,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
323,204,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
324,224,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
325,222,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
326,216,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
327,208,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
328,212,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
329,210,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
330,196,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
331,218,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
332,194,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
333,208,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
334,204,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
335,188,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
336,208,[  4.         271.25425736],[0.00000000e+00 1.98951966e-12],[  4.         271.25425736],[  4.         271.25425736],"[8, 11, 17, 18, 19, 13, 10, 5, 1, 2, 4, 3, 25, 24, 7, 6, 9, 12, 14, 16, 15, 20, 22, 23, 21]","(4.0, 271.2542573552526)"
