address,activity_days,coordinates
"JALAN 8,TAMAN BERSATU, KLUANG JOHOR","Tuesday,Friday","2.0281115, 103.2998931"
"JALAN BESTARI 1,TAMAN BESTARI, AYER HITAM, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","1.927611, 103.1841128"
"JALAN BINTANG,TAMAN BINTANG, KLUANG JOHOR","Monday,Thursday","1.6145826, 103.65925"
"JALAN BINTANG 3,TAMAN BINTANG, KLUANG JOHOR","Monday,Thursday","1.6146952, 103.6603077"
"JALAN BINTANG 4,TAMAN BINTANG, KLUANG JOHOR","Monday,Thursday","1.6151793, 103.6595695"
"JALAN CAHAYA PELANGI 1,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0576482, 103.3124226"
"JALAN CAHAYA PELANGI 2,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0579512, 103.3128748"
"JALAN CAHAYA PELANGI 3,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 4,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 5,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 6,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 7,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 8,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 9,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 10,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN CAHAYA PELANGI 11,TAMAN CAHAYA PELANGI, KLUANG JOHOR","Wednesday,Sunday","2.0573297, 103.3160265"
"JALAN 1,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0093616, 103.3114508"
"JALAN 1,TAMAN DELIMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0093616, 103.3114508"
"JALAN 10,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0073069, 103.3092628"
"JALAN 11,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0097638, 103.3113398"
"JALAN 12,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0065802, 103.3088797"
"JALAN 13,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0111749, 103.3117859"
"JALAN 14,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.006679, 103.31015"
"JALAN 14/1,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.007129, 103.309204"
"JALAN 14/2,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.006776, 103.309713"
"JALAN 14/3,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.007016, 103.310081"
"JALAN 14/4,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0071262, 103.3104733"
"JALAN 15,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0110739, 103.3125215"
"JALAN 16,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0061514, 103.3098913"
"JALAN 17,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0104379, 103.3138128"
"JALAN 18,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0067427, 103.3110453"
"JALAN 19,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0109249, 103.3134031"
"JALAN 2,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0079499, 103.3081333"
"JALAN 20,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0076884, 103.3111235"
"JALAN 22,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0078918, 103.311956"
"JALAN 24,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0091667, 103.3137295"
"JALAN 26,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0088143, 103.3122935"
"JALAN 28,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.008078, 103.3130835"
"JALAN 3,TAMAN DELIMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0171074, 103.3091519"
"JALAN 30,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0074739, 103.3132337"
"JALAN 32,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0069179, 103.3133462"
"JALAN 4,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0081875, 103.3091279"
"JALAN 4/1,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.007617, 103.308693"
"JALAN 4/2,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0080898, 103.308277"
"JALAN 4/3,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0080583, 103.3083385"
"JALAN 7,TAMAN DELIMA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0097972, 103.3099833"
"JALAN 8,TAMAN DELIMA, KLUANG JOHOR","Wednesday,Sunday","2.0082774, 103.3112453"
"JALAN 9,TAMAN DELIMA, KLUANG JOHOR","Monday,Thursday","2.0117613, 103.3101484"
"JALAN DELIMA 1,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0024834, 103.3101366"
"JALAN DELIMA 2,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0049685, 103.314775"
"JALAN DELIMA 3,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0038465, 103.3136596"
"JALAN DELIMA 4,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0043685, 103.3134681"
"JALAN DELIMA 6,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0057921, 103.3134229"
"JALAN DELIMA 7,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0064516, 103.3138275"
"JALAN DELIMA 8,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0047159, 103.3120229"
"JALAN DELIMA 10,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0026556, 103.3101554"
"JALAN DELIMA 11,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0032345, 103.3098575"
"JALAN DELIMA 12,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0039016, 103.3101317"
"JALAN DELIMA 13,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0056082, 103.3097929"
"JALAN DELIMA 14,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0041649, 103.3084781"
"JALAN DELIMA 15,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0049552, 103.3099425"
"JALAN DELIMA 17,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0026048, 103.3135808"
"JALAN DELIMA 18,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0026048, 103.3135808"
"JALAN DELIMA 19,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0020595, 103.3133123"
"JALAN DELIMA 20,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.00243, 103.314788"
"JALAN DELIMA 21,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.002312, 103.3143464"
"JALAN DELIMA 22,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0020595, 103.3133123"
"JALAN DELIMA 23,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0016612, 103.3129777"
"JALAN DELIMA 24,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0018476, 103.3124885"
"JALAN DELIMA 25,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0017586, 103.3120864"
"JALAN DELIMA 26,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0016661, 103.3116568"
"JALAN DELIMA 27,TAMAN DELIMA 2, KLUANG JOHOR","Wednesday,Sunday","2.0028004, 103.3122849"
"JALAN DESA,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0182393, 103.2855938"
"JALAN DESA,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0182393, 103.2855938"
"JALAN DESA 1,TAMAN DESA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday","2.0134644, 103.2857595"
"JALAN DESA 10,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0215814, 103.2857667"
"JALAN DESA 10/1,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0223085, 103.2856396"
"JALAN DESA 10/2,TAMAN DESA, KLUANG JOHOR","Monday,Thursday","2.0222273, 103.2862416"
